Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Output
47,51,229,68,29,44,154,35,3
47,51,184,68,30,46,155,38,3
36,42,146,51,31,47,155,33,3
34,46,142,55,29,49,184,36,3
31,49,133,56,30,57,173,33,3
33,51,161,60,30,56,157,35,3
42,57,177,82,36,58,170,36,3
43,55,165,85,34,69,202,38,3
47,53,162,86,35,62,164,40,3
47,52,167,92,36,55,156,42,3
48,56,151,92,38,55,155,40,3
41,50,153,76,32,51,185,37,3
41,48,164,79,33,43,162,35,3
37,46,164,79,34,41,159,29,3
39,46,175,73,32,42,154,29,3
35,47,170,71,30,50,199,29,3
35,53,166,70,30,49,158,28,3
36,57,176,73,33,46,147,28,3
38,57,177,69,33,47,145,30,3
35,56,161,66,33,53,185,29,3
36,56,163,66,33,52,150,30,3
33,49,148,63,32,56,150,30,3
30,47,137,52,29,50,151,31,3
32,49,145,51,27,56,192,36,3
32,53,154,50,27,61,185,36,3
31,49,203,57,26,57,183,36,3
35,52,209,59,23,53,179,38,3
36,53,207,61,23,55,187,38,3
34,53,195,63,24,64,189,34,3
35,52,195,65,24,54,164,32,3
37,52,164,58,23,57,156,32,3
36,53,169,55,24,60,178,31,3
37,48,171,52,23,57,187,30,3
35,48,192,62,24,55,144,29,3
38,51,201,72,24,53,146,32,3
41,57,181,72,24,54,145,32,3
39,58,194,84,30,52,120,32,3
41,64,192,87,32,53,146,30,3
46,64,177,77,31,53,146,34,3
49,63,187,72,32,57,140,35,3
45,59,219,75,34,50,147,36,3
46,56,214,61,30,51,201,37,3
43,54,218,60,30,64,171,37,3
41,51,212,60,29,54,169,35,3
42,50,192,62,29,54,167,38,3
43,48,163,61,27,58,177,41,3
41,48,152,66,28,60,149,40,3
41,45,143,72,30,56,158,41,3
41,46,150,85,31,54,158,39,3
33,45,164,105,36,52,158,35,3
34,47,159,112,36,47,137,30,3
33,44,153,120,36,55,151,30,3
34,44,150,121,33,50,149,30,3
34,44,140,112,32,50,150,31,3
47,45,111,90,26,48,151,34,3
52,50,101,80,26,49,152,40,3
53,55,109,72,26,55,97,39,3
53,64,140,90,28,50,109,40,3
55,64,141,93,31,51,131,39,3
46,64,158,107,32,52,136,34,3
40,60,165,106,33,55,137,27,3
45,64,174,104,34,44,136,30,3
46,54,144,83,32,50,124,29,3
43,57,151,89,30,53,121,28,3
39,56,148,76,29,55,124,27,3
43,83,170,77,28,69,131,28,3
46,90,267,90,32,68,137,30,3
44,90,283,94,33,67,155,28,3
46,90,348,88,33,66,149,29,3
50,92,356,83,33,70,149,33,3
45,72,369,100,36,59,141,33,3
41,71,314,97,35,61,183,30,3
40,74,302,91,33,56,190,30,3
40,69,220,89,33,56,193,35,3
38,80,211,100,38,59,192,32,3
37,76,173,93,38,54,192,30,3
38,66,208,89,35,52,150,33,3
39,71,219,93,37,54,160,31,3
38,78,226,100,38,52,146,27,3
39,75,233,93,33,46,145,30,3
41,73,227,83,30,45,147,33,3
41,73,178,76,30,50,187,31,3
47,67,162,73,30,47,153,32,3
45,65,155,66,31,57,151,31,3
45,74,125,62,31,57,148,29,3
46,85,129,62,30,63,158,29,3
60,103,134,69,31,55,118,31,3
57,103,141,69,30,66,141,34,3
58,107,163,84,32,60,166,34,3
56,108,193,90,32,57,167,33,3
57,109,192,93,34,52,155,31,3
47,93,180,90,37,61,171,31,3
52,102,196,96,37,50,162,29,3
52,95,200,82,31,49,145,34,3
55,81,190,78,31,56,147,38,3
54,74,183,74,28,58,152,38,3
51,80,209,77,26,61,212,41,3
46,78,203,69,25,60,204,40,3
51,83,187,71,27,65,200,36,3
48,84,187,72,27,60,199,36,3
48,81,217,71,28,68,197,35,3
45,73,194,63,26,58,164,32,3
48,68,197,74,29,59,159,34,3
45,66,204,73,29,55,159,35,3
48,65,196,71,29,63,157,35,3
53,72,210,76,29,50,156,36,3
54,77,203,74,32,51,134,33,3
52,77,203,63,28,57,144,33,3
51,73,195,58,30,61,145,33,3
48,72,205,62,28,51,147,29,3
47,66,174,60,29,53,146,31,3
50,65,178,61,26,52,148,34,3
49,62,172,61,27,47,139,34,3
48,61,185,64,26,45,152,34,3
50,57,177,57,25,46,154,38,3
44,60,186,63,26,43,155,36,3
37,52,191,63,25,42,108,34,3
47,48,177,62,28,37,98,37,3
46,51,194,65,28,50,152,36,3
43,54,204,77,31,51,152,36,3
48,56,196,79,28,51,154,34,3
56,70,186,79,29,53,154,37,3
48,69,207,85,25,75,211,34,3
50,68,205,83,25,63,177,35,3
55,72,216,85,25,61,177,41,3
54,73,220,85,26,62,176,45,3
52,67,229,83,26,63,176,49,3
52,67,232,78,27,48,104,47,3
59,78,251,100,31,58,145,50,3
56,77,238,97,31,62,146,46,3
55,74,227,91,31,61,148,44,3
57,78,228,98,31,59,157,40,3
60,86,247,113,33,61,161,45,3
51,76,213,93,29,50,106,40,3
55,78,217,93,30,52,154,41,3
57,77,226,95,32,53,166,40,3
54,65,225,89,33,52,157,44,3
49,51,200,70,33,45,159,38,3
50,50,178,68,34,46,161,39,3
44,40,159,62,31,43,106,34,3
44,39,145,64,32,53,135,34,3
41,43,142,62,30,67,147,28,3
40,44,146,71,29,62,140,32,3
43,44,163,76,29,60,149,32,3
42,43,191,77,29,57,150,35,3
39,42,201,75,27,47,104,33,3
38,45,210,78,31,26,86,34,3
42,43,211,75,30,28,153,30,3
38,45,202,70,30,31,144,30,3
36,44,174,64,28,42,148,29,3
37,46,168,61,29,41,149,30,3
35,43,156,61,27,43,203,32,3
35,60,185,77,32,53,163,33,3
38,66,199,81,33,56,160,34,3
41,67,210,81,33,50,159,37,3
45,64,209,78,31,53,164,39,3
45,63,215,79,32,67,145,36,3
46,48,183,56,24,62,149,37,3
47,50,191,70,29,62,153,38,3
48,53,191,72,32,62,150,34,3
43,55,200,77,33,61,143,31,3
45,55,196,75,31,41,87,31,3
46,66,179,78,32,39,92,33,3
90,49,238,83,232,377,337,519,4
85,49,236,86,254,376,338,487,4
82,56,259,94,249,379,358,437,4
86,56,232,97,214,391,376,457,4
103,60,211,85,196,364,418,498,4
110,61,216,78,174,284,426,527,4
112,61,221,76,154,274,450,530,4
114,63,198,69,150,277,444,540,4
116,62,217,68,164,235,401,515,4
95,56,247,74,146,259,376,469,4
91,56,242,75,188,278,345,421,4
102,54,228,78,194,302,344,505,4
104,45,244,73,204,282,340,520,4
117,53,245,76,191,290,497,611,4
120,55,229,74,189,268,527,616,4
121,55,247,71,141,266,548,622,4
114,57,260,66,109,258,574,578,4
112,63,237,68,112,278,581,628,4
101,62,230,64,146,324,488,562,4
103,60,215,70,150,353,462,546,4
101,59,200,76,156,352,465,540,4
110,61,196,80,163,360,452,572,4
139,59,232,80,165,348,559,665,4
154,58,230,79,162,309,560,702,4
156,60,251,76,161,285,574,758,4
179,63,260,90,159,271,673,857,4
177,60,257,91,158,269,697,841,4
168,58,227,94,148,271,654,806,4
164,60,198,91,125,363,701,812,4
171,60,168,86,133,345,697,816,4
153,65,181,72,138,364,647,769,4
163,72,171,68,150,377,690,827,4
157,72,164,61,148,376,683,805,4
147,67,168,66,147,286,635,778,4
138,67,157,68,161,293,630,750,4
135,62,125,65,152,264,598,709,4
122,59,139,72,144,268,493,649,4
111,60,150,78,153,270,483,604,4
114,60,154,75,149,290,479,596,4
106,57,168,75,130,295,484,557,4
102,53,167,74,148,346,451,533,4
100,49,153,71,149,297,495,501,4
99,46,167,70,141,321,515,488,4
94,45,190,79,196,322,510,481,4
103,43,188,79,193,315,507,518,4
101,43,191,79,180,261,511,532,4
105,45,194,73,172,281,480,569,4
106,43,195,69,177,253,432,564,4
105,47,161,61,122,257,417,579,4
125,51,153,70,121,250,511,636,4
125,52,178,77,132,264,512,623,4
125,48,198,84,151,250,577,632,4
129,50,252,90,142,313,581,653,4
139,50,269,91,159,289,595,671,4
123,51,268,85,163,293,585,638,4
120,54,248,78,160,272,591,602,4
114,55,235,75,149,291,498,536,4
111,55,168,73,161,288,540,538,4
94,54,136,72,150,302,520,489,4
84,50,131,67,144,317,431,417,4
78,45,133,65,137,320,405,415,4
72,41,157,63,147,338,408,430,4
70,41,158,61,136,284,337,388,4
69,36,169,64,138,270,326,355,4
80,38,182,64,144,251,320,382,4
102,46,177,66,142,283,324,470,4
106,50,159,70,125,253,332,458,4
103,53,163,69,112,261,314,444,4
104,53,169,66,86,266,352,485,4
92,51,167,64,92,266,332,477,4
84,50,170,65,111,297,334,450,4
83,53,219,73,144,329,333,485,4
80,47,209,73,160,327,373,467,4
77,47,205,70,172,331,350,419,4
83,47,213,88,174,352,368,417,4
75,46,219,88,173,303,377,384,4
79,41,182,82,151,250,384,395,4
98,45,194,83,140,236,389,468,4
101,47,190,94,163,269,372,488,4
125,58,206,83,155,253,434,541,4
123,57,250,86,170,253,418,554,4
120,59,241,85,175,260,423,531,4
109,58,233,85,174,336,384,482,4
108,59,240,73,162,313,441,521,4
76,50,226,70,163,316,369,449,4
79,47,164,65,157,321,365,471,4
77,42,156,61,145,316,387,475,4
75,41,167,57,149,278,387,472,4
77,40,153,59,132,297,330,430,4
80,36,127,56,134,294,366,434,4
75,41,143,55,113,288,363,391,4
83,44,155,54,133,290,326,417,4
84,46,146,54,136,304,338,427,4
87,45,142,77,134,281,385,452,4
85,46,151,78,146,276,369,450,4
88,46,148,78,155,295,381,439,4
85,43,158,86,141,321,378,414,4
83,41,151,87,130,278,350,406,4
81,39,143,65,132,291,296,384,4
76,39,164,71,116,287,272,380,4
75,33,157,77,110,310,234,376,4
77,38,139,70,118,298,300,398,4
80,41,138,68,118,292,324,427,4
82,42,151,67,115,281,315,439,4
85,40,119,62,107,282,330,437,4
85,42,120,62,139,285,394,455,4
73,42,117,60,140,270,338,401,4
76,46,127,61,146,284,330,375,4
70,45,129,63,167,276,355,336,4
71,46,134,63,168,355,368,335,4
66,45,131,55,150,322,300,298,4
76,48,141,58,166,333,344,347,4
75,43,147,52,180,324,349,358,4
76,47,138,52,160,344,322,370,4
76,48,133,60,170,282,338,365,4
79,48,140,68,171,270,339,377,4
71,47,124,65,144,281,326,361,4
69,46,117,71,141,276,338,332,4
66,45,113,71,141,272,355,323,4
59,44,113,65,129,309,342,314,4
58,43,105,64,119,320,358,311,4
67,46,131,67,137,298,366,405,4
63,45,121,66,118,303,353,395,4
61,44,134,72,142,300,391,380,4
75,46,161,81,172,285,407,428,4
79,46,163,77,187,282,420,434,4
76,42,143,79,176,275,392,341,4
80,40,149,79,179,321,398,360,4
82,39,134,75,179,307,380,399,4
73,41,116,72,155,285,338,359,4
66,41,121,73,136,309,344,332,4
63,42,119,70,158,348,387,336,4
60,44,110,68,156,306,369,343,4
67,49,115,66,132,304,352,320,4
64,47,103,55,148,296,354,308,4
67,46,110,56,155,263,321,315,4
73,44,121,57,140,279,262,302,4
72,46,125,58,151,296,267,279,4
74,44,126,64,162,286,260,300,4
74,43,134,75,214,278,242,292,4
71,49,150,87,225,342,296,296,4
66,52,188,105,250,339,316,317,4
67,54,208,115,270,340,324,316,4
57,51,215,115,298,358,354,272,4
59,50,210,108,259,352,349,273,4
59,47,191,101,284,300,301,274,4
66,44,153,82,270,286,345,301,4
79,45,130,76,247,276,369,351,4
81,48,139,83,224,276,340,365,4
83,50,136,96,222,307,346,378,4
92,50,132,96,216,327,412,418,4
91,50,123,93,209,311,370,400,4
85,43,119,87,210,311,361,387,4
82,42,114,78,207,344,358,380,4
81,46,120,71,216,340,394,390,4
77,51,123,70,184,369,329,359,4
73,52,121,72,209,351,346,330,4
66,53,128,74,229,365,329,298,4
66,50,112,80,241,364,334,329,4
69,45,102,73,258,393,304,317,4
62,39,102,70,302,398,330,283,4
71,38,110,83,321,436,338,319,4
74,41,127,85,332,460,346,362,4
77,48,150,87,360,485,357,367,4
75,51,171,88,428,518,359,382,4
76,52,179,92,434,537,336,403,4
67,54,197,88,436,570,372,377,4
65,54,203,101,446,552,393,370,4
63,51,201,101,437,515,385,343,4
60,48,191,103,370,478,374,316,4
69,49,188,102,371,507,437,393,4
66,45,165,95,357,447,376,396,4
73,43,134,77,332,470,378,387,4
74,42,140,70,304,548,376,406,4
72,41,139,73,308,537,388,412,4
61,36,134,68,302,505,328,333,4
66,39,138,76,302,502,326,322,4
60,41,139,76,305,520,288,294,4
55,40,126,82,321,427,285,237,4
60,41,116,75,301,454,287,249,4
60,43,128,77,294,477,287,243,4
62,48,142,83,317,504,336,298,4
60,48,165,90,316,497,351,326,4
58,49,171,90,356,524,336,338,4
54,47,182,98,417,501,360,322,4
69,52,177,98,445,448,378,370,4
67,45,167,86,428,431,347,343,4
71,46,146,79,442,373,378,337,4
77,49,141,86,410,368,404,365,4
79,49,146,80,388,419,384,369,4
67,41,141,77,351,440,351,336,4
64,42,154,81,375,468,351,348,4
67,44,182,81,375,532,302,356,4
72,47,165,76,405,546,327,362,4
72,49,153,78,393,579,325,384,4
84,49,148,76,388,590,345,412,4
91,51,136,71,372,575,351,416,4
86,49,96,72,361,541,378,386,4
86,48,103,73,373,552,327,355,4
81,46,103,71,359,460,324,307,4
75,49,128,73,371,424,310,273,4
75,47,118,74,377,465,322,321,4
74,46,109,71,366,464,314,331,4
81,43,112,64,320,436,337,370,4
92,43,116,56,315,450,341,455,4
88,42,105,57,295,444,352,448,4
83,46,147,56,311,371,343,392,4
98,46,154,62,337,360,333,460,4
94,49,180,66,363,399,392,462,4
85,48,175,69,357,392,381,404,4
89,49,169,69,348,401,359,421,4
87,47,144,81,308,434,361,426,4
72,46,142,84,280,452,359,372,4
58,42,163,84,245,486,271,339,4
57,45,171,89,271,546,278,326,4
59,46,183,91,260,540,294,331,4
67,44,180,82,267,556,272,337,4
64,46,189,81,356,526,297,314,4
73,49,139,86,350,443,310,307,4
79,50,135,82,333,344,316,297,4
69,48,124,80,345,347,325,256,4
67,46,132,88,333,274,376,273,4
79,48,118,86,245,285,345,325,4
77,46,118,75,264,366,334,357,4
73,44,106,75,269,394,330,376,4
81,46,100,73,272,431,327,402,4
80,51,105,66,303,480,276,378,4
73,50,115,74,319,519,287,328,4
74,50,152,77,297,489,316,323,4
77,51,170,86,322,494,325,366,4
69,47,178,88,312,456,334,370,4
74,47,181,88,322,426,359,399,4
82,49,192,85,307,387,384,461,4
81,49,189,82,332,420,365,473,4
80,46,185,74,342,414,349,434,4
80,48,182,75,342,453,330,409,4
74,47,183,74,340,472,291,382,4
68,42,161,72,336,491,289,343,4
64,41,135,77,321,462,330,306,4
58,41,125,74,274,492,328,297,4
61,43,124,82,268,465,341,318,4
61,41,110,83,247,469,351,328,4
56,42,125,75,237,426,333,335,4
57,42,121,76,217,391,304,326,4
69,43,126,74,240,398,349,371,4
74,42,119,65,253,396,343,375,4
74,48,123,60,322,415,330,371,4
82,49,124,64,329,526,338,420,4
78,50,124,55,324,541,351,435,4
69,50,115,57,312,495,297,411,4
73,55,120,58,309,534,281,382,4
79,50,126,62,221,524,324,460,4
68,48,123,63,223,456,311,395,4
71,50,175,76,318,457,302,385,4
75,49,185,78,323,479,312,395,4
65,41,188,74,349,432,309,401,4
70,50,180,75,355,414,299,340,4
77,56,178,74,364,440,297,357,4
79,65,142,64,304,446,272,364,4
81,71,151,71,315,489,286,345,4
84,71,150,79,303,491,350,366,4
78,72,197,83,355,484,354,362,4
71,73,225,101,368,430,383,343,4
70,70,249,115,375,442,398,332,4
75,70,239,116,382,434,402,345,4
82,70,244,113,372,419,369,369,4
80,66,215,112,311,402,348,348,4
85,59,181,98,284,468,330,395,4
91,57,193,99,283,516,315,419,4
86,54,203,98,304,498,349,413,4
86,54,198,97,295,514,345,409,4
88,54,193,99,348,593,381,424,4
83,58,204,101,355,568,376,363,4
77,50,150,82,349,505,397,355,4
82,45,155,82,320,511,365,339,4
72,44,161,78,341,509,364,304,4
67,42,158,74,335,409,376,303,4
69,37,156,79,339,367,382,311,4
72,40,161,77,364,403,384,306,4
59,45,156,72,352,347,378,308,4
67,50,149,85,328,349,398,307,4
70,53,184,89,285,375,401,354,4
75,52,180,82,276,382,383,381,4
71,50,181,87,211,339,374,359,4
78,52,189,90,199,380,411,376,4
70,47,198,80,280,381,398,366,4
71,43,168,75,271,470,349,316,4
68,45,169,74,296,486,336,331,4
74,49,160,80,325,494,349,373,4
76,44,148,72,340,507,363,430,4
85,46,154,72,273,481,350,450,4
84,43,153,72,288,382,343,446,4
94,46,151,69,285,382,421,500,4
93,43,157,65,291,393,441,507,4
88,44,145,72,283,378,411,448,4
89,41,140,79,315,408,414,486,4
95,48,140,80,368,459,462,519,4
89,47,136,82,369,447,404,438,4
101,47,138,78,378,452,380,501,4
99,44,154,82,383,424,377,501,4
97,47,176,78,358,438,358,461,4
98,45,188,83,299,380,332,438,4
96,44,184,83,311,411,368,446,4
83,45,188,86,291,426,351,340,4
87,49,180,87,281,439,331,362,4
89,49,148,87,306,464,379,356,4
84,48,155,92,329,474,364,348,4
83,48,164,91,275,452,319,330,4
78,47,153,92,259,405,315,316,4
78,45,147,91,250,396,331,346,4
77,44,174,92,208,319,312,376,4
75,41,163,85,243,327,310,369,4
83,45,167,83,251,320,435,418,4
87,47,168,78,249,385,438,457,4
81,48,208,76,249,406,418,439,4
78,48,183,74,267,424,414,415,4
77,48,178,72,191,399,407,427,4
76,50,196,79,202,459,307,415,4
73,47,201,77,210,411,327,383,4
74,44,166,76,213,380,370,361,4
73,42,158,77,246,373,381,370,4
76,43,149,76,259,379,380,426,4
66,43,137,77,259,297,381,385,4
64,44,140,77,267,296,367,368,4
73,45,145,71,261,297,391,483,4
71,52,184,68,235,301,376,480,4
63,50,207,76,241,370,379,417,4
66,42,190,68,255,377,347,429,4
69,42,193,69,243,426,362,454,4
59,43,200,77,259,442,362,345,4
72,42,174,76,252,497,361,345,4
76,42,156,73,286,457,350,340,4
82,51,170,77,271,467,436,484,4
86,53,158,75,295,454,453,511,4
91,54,139,73,325,471,432,520,4
87,56,153,76,328,436,435,515,4
91,59,161,76,291,468,440,513,4
87,54,144,72,291,451,364,418,4
91,57,162,76,294,424,306,389,4
84,56,195,69,253,399,293,372,4
76,51,175,71,258,353,271,365,4
68,49,159,70,257,318,277,370,4
64,47,167,73,274,306,285,331,4
51,42,161,77,236,289,326,287,4
62,40,129,79,305,285,312,298,4
60,38,137,73,290,301,339,299,4
59,33,133,65,292,280,344,306,4
72,37,132,61,269,304,400,372,4
69,35,119,47,268,310,384,375,4
64,38,110,55,177,306,376,383,4
71,40,99,63,195,353,351,375,4
72,43,131,68,176,356,348,365,4
87,46,148,76,214,356,388,407,4
97,49,154,82,231,366,399,429,4
97,50,194,81,255,382,396,402,4
101,55,212,80,243,335,408,417,4
100,52,200,79,255,344,406,429,4
78,48,198,73,244,330,294,336,4
66,44,208,81,263,324,295,306,4
71,47,182,79,244,304,309,303,4
59,49,219,107,252,349,301,315,4
66,53,215,115,255,352,341,357,4
74,57,203,118,256,334,390,382,4
86,60,208,113,230,334,391,399,4
89,56,236,111,234,359,394,469,4
95,50,198,81,251,347,411,464,4
91,47,202,73,249,420,423,436,4
85,44,207,72,242,426,398,408,4
75,41,187,71,235,442,397,405,4
64,40,133,69,222,411,389,319,4
59,39,147,81,210,408,371,305,4
66,43,142,80,198,339,338,307,4
62,40,133,76,222,378,319,334,4
63,38,148,71,228,350,366,346,4
68,43,192,81,265,398,397,370,4
68,44,171,65,261,369,393,373,4
59,41,196,69,287,359,392,369,4
61,41,197,75,258,323,391,340,4
60,41,201,79,254,322,327,326,4
59,41,181,70,226,278,289,300,4
59,41,215,79,274,285,328,310,4
66,44,197,75,246,261,308,286,4
67,45,199,72,249,269,286,285,4
63,47,196,68,248,292,275,260,4
62,43,199,73,263,312,323,275,4
62,46,176,72,213,345,327,311,4
55,42,178,69,228,372,325,335,4
51,45,175,67,224,364,341,323,4
66,45,167,68,218,352,367,368,4
66,48,144,66,197,337,339,366,4
71,44,122,58,169,296,338,371,4
77,45,117,58,173,288,364,388,4
79,43,138,66,168,303,354,386,4
72,42,144,67,176,324,347,365,4
74,39,152,69,215,315,319,376,4
69,43,163,73,249,311,288,327,4
60,45,175,76,223,298,285,290,4
62,48,163,72,223,293,286,305,4
60,50,173,78,234,296,269,300,4
64,48,164,77,223,325,295,295,4
63,44,176,81,209,373,282,329,4
65,42,174,88,214,368,257,317,4
68,39,176,90,221,378,269,357,4
68,38,164,83,221,354,300,347,4
63,39,160,85,215,341,333,358,4
71,40,146,79,226,300,333,338,4
73,41,138,77,222,288,352,392,4
74,41,172,81,243,295,357,354,4
83,42,168,85,253,297,346,436,4
82,42,175,85,241,283,308,440,4
80,43,179,86,227,267,307,431,4
78,43,179,78,229,288,275,389,4
75,43,162,75,224,343,293,410,4
72,42,159,73,208,347,332,368,4
72,42,170,70,218,348,327,356,4
70,44,161,74,203,353,361,372,4
